"pctgood","acres","exval","occupancy","location"
"68","0.06",NA,"3","132 MORRIS ST"
"68","0.19",NA,"2","128 MORRIS ST"
"68","0.06",NA,"2","122 MORRIS ST"
"78","0.17",NA,"2","118 MORRIS ST"
"90","0.09",NA,"1","116 MORRIS ST"
"68","0.07",NA,"2","108 MORRIS ST"
"78","0.07",NA,"2","106 MORRIS ST"
"78","0.17",NA,"2","102 MORRIS ST"
"78","0.1",NA,"2","98 MORRIS ST"
NA,"0.08",NA,NA,"96 MORRIS ST"
"78","0.21",NA,"2","90 MORRIS ST"
"68","0.21",NA,"2","84 MORRIS ST"
"68","0.21","3200","2","82 MORRIS ST"
"68","0.1",NA,"2","76 MORRIS ST"
"78","0.1",NA,"2","74 MORRIS ST"
"78","0.1",NA,"3","72 MORRIS ST"
"68","0.1",NA,"2","70 MORRIS ST"
NA,"0.1",NA,NA,"191 LAMBERTON ST"
"68","0.18",NA,"3","197 LAMBERTON ST"
"55","0.06",NA,"2","201 LAMBERTON ST"
"68","0.07",NA,"1","174 SPRING ST"
NA,"0.07",NA,NA,"172 SPRING ST"
"78","0.07",NA,"1","170 SPRING ST"
"78","0.07",NA,"1","168 SPRING ST"
"68","0.15",NA,"4","164 SPRING ST"
"68","0.08",NA,"3","162 SPRING ST"
"70","0",NA,"1","160 SPRING ST #A"
"70","0",NA,"1","160 SPRING ST #B"
"70","0",NA,"1","160 SPRING ST #C"
"70","0",NA,"1","160 SPRING ST #D"
"63","0.11",NA,"5","160 SPRING ST"
"68","0.16",NA,"2","158 SPRING ST"
"78","0.06",NA,"1","156 SPRING ST"
"68","0.1",NA,"2","94 DEWITT ST"
"84","0.09",NA,"1","92 DEWITT ST"
"55","0.09",NA,"3","90 DEWITT ST"
"55","0.08",NA,"2","88 DEWITT ST"
"55","0.17",NA,"6","84 DEWITT ST"
"60","0.07",NA,"2","95 ROSETTE ST"
"60","0.08",NA,"1","95 ROSETTE ST"
NA,"0.08",NA,NA,"101 ROSETTE ST"
"55","0.06",NA,"1","105 ROSETTE ST"
"68","0.06",NA,"1","107 ROSETTE ST"
"78","0.12",NA,"2","111 ROSETTE ST"
NA,NA,NA,NA,NA
"55","0.07",NA,"1","117 ROSETTE ST"
"78","0.07",NA,"1","121 ROSETTE ST"
"78","0.07",NA,"1","123 ROSETTE ST"
"68","0.07",NA,"1","125 ROSETTE ST"
"88","0.11",NA,"1","129 ROSETTE ST"
"84","0.08",NA,"1","133 ROSETTE ST"
"55","0.09",NA,"2","137 ROSETTE ST"
"88","0.13",NA,"2","139 ROSETTE ST"
"68","0.18",NA,"4","87 BUTTON ST"
"78","0.05",NA,"1","200 SPRING ST"
"68","0.05",NA,"1","198 SPRING ST"
"68","0.05",NA,"1","196 SPRING ST"
"55","0.05",NA,"1","194 SPRING ST"
"68","0.05",NA,"1","192 SPRING ST"
"68","0.05",NA,"1","190 SPRING ST"
NA,"0.08",NA,NA,"88 BUTTON ST"
"68","0.13",NA,"2","86 BUTTON ST"
"68","0.1",NA,"2","149 ROSETTE ST"
"37","0.08",NA,"2","151 ROSETTE ST"
"77","0.08",NA,"1","155 ROSETTE ST"
"55","0.08",NA,"2","159 ROSETTE ST"
"68","0.09",NA,"2","161 ROSETTE ST"
"78","0.08",NA,"2","165 ROSETTE ST"
"68","0.14",NA,"3","87 HURLBURT ST"
"63","0.08",NA,"4","89 HURLBURT ST"
"55","0.41",NA,"5","670 WASHINGTON AV"
"78","0.1",NA,"2","252 SPRING ST"
"68","0.1",NA,"3","250 SPRING ST"
"68","0.11",NA,"3","246 SPRING ST"
"86","0.11",NA,"2","242 SPRING ST"
"68","0.11",NA,"4","216 SPRING ST"
"55","0.15",NA,"3","214 SPRING ST"
"78","0.1",NA,"2","212 SPRING ST"
"90","0.05",NA,"1","206 SPRING ST"
"68","0.11",NA,"2","202 SPRING ST"
"68","0.08",NA,"2","92 HURLBURT ST"
"55","0.07",NA,"2","88 HURLBURT ST"
"68","0.07",NA,"1","84 HURLBURT ST"
"55","0.09",NA,"2","173 ROSETTE ST"
"78","0.09",NA,"1","177 ROSETTE ST"
"68","0.08",NA,"1","179 ROSETTE ST"
"78","0.16",NA,"3","185 ROSETTE ST"
"68","0.12",NA,"1","189 ROSETTE ST"
"84","0.16",NA,"2","193 ROSETTE ST"
NA,"0.03",NA,NA,"ROSETTE ST"
"68","0.16",NA,"1","199 ROSETTE ST"
"68","0.12",NA,"2","203 ROSETTE ST"
"78","0.09",NA,"2","207 ROSETTE ST"
NA,"0.18",NA,NA,"211 ROSETTE ST"
"60","0.17",NA,"6","215 ROSETTE ST"
"55","0.17",NA,"2","223 ROSETTE ST"
"78","0.09",NA,"2","227 ROSETTE ST"
"50","0.1",NA,"4","690 WASHINGTON AV"
"68","0.21",NA,"2","476 HOWARD AV"
"55","0.27",NA,"1","470 HOWARD AV"
"68","0.17",NA,"3","466 HOWARD AV"
"78","0.16",NA,"3","460 HOWARD AV"
"78","0.07","3700","1","456 HOWARD AV"
"78","0.06",NA,"2","61 ROSETTE ST"
"78","0.08",NA,"1","71 ROSETTE ST"
"68","0.15",NA,"2","73 ROSETTE ST"
"82","0.12",NA,"1","75 ROSETTE ST"
"50","0.47","46500","22","91 ROSETTE ST"
"78","0.16",NA,"2","138 SPRING ST"
"68","0.13",NA,"2","134 SPRING ST"
"68","0.1",NA,"2","132 SPRING ST"
"68","0.13",NA,"3","128 SPRING ST"
"68","0.13",NA,"3","126 SPRING ST"
"55","0.06",NA,"1","124 SPRING ST"
"98","3.86","273200","1","140 DEWITT ST"
"55","0.25",NA,"3","124 DEWITT ST"
"78","0.24",NA,"3","120 DEWITT ST"
"78","0.26",NA,"2","116 DEWITT ST"
"68","0.12",NA,"1","110 DEWITT ST"
"68","0.06",NA,"3","108 DEWITT ST"
"55","0.13",NA,"2","106 DEWITT ST"
"68","0.14",NA,"2","102 DEWITT ST"
"55","0.08",NA,"1","155 SPRING ST"
"68","0.11",NA,"2","157 SPRING ST"
"68","0.1",NA,"4","159 SPRING ST"
"78","0.23",NA,"2","161 SPRING ST"
"68","0.25",NA,"3","163 SPRING ST"
"68","0.25",NA,"3","165 SPRING ST"
"78","0.08",NA,"1","167 SPRING ST"
"68","0.1",NA,"1","169 SPRING ST"
"78","0.1",NA,"1","171 SPRING ST"
"68","0.17",NA,"3","111 BUTTON ST"
"68","0.1","3200","1","115 BUTTON ST"
"90","0.11",NA,"3","117 BUTTON ST"
NA,"0.11",NA,NA,"123 BUTTON ST"
"58","0.24","18500","13","518 HOWARD AV"
NA,NA,NA,NA,NA
"68","1.18",NA,"1","506 HOWARD AV"
"68","0.23",NA,"2","498 HOWARD AV"
"78","0.08","3700","1","494 HOWARD AV"
"68","0.08",NA,"2","490 HOWARD AV"
"68","0.13",NA,"2","486 HOWARD AV"
"68","0.1",NA,"3","121 SPRING ST"
"68","0.06",NA,"1","123 SPRING ST"
"78","0.06",NA,"2","125 SPRING ST"
"68","0.11",NA,"2","127 SPRING ST"
"68","0.08",NA,"2","129 SPRING ST"
"68","0.09",NA,"2","131 SPRING ST"
"68","0.09",NA,"2","133 SPRING ST"
"78","0.09",NA,"2","135 SPRING ST"
"68","0.07",NA,"1","111 DEWITT ST"
"78","0.14",NA,"2","113 DEWITT ST"
"68","0.14",NA,"2","115 DEWITT ST"
"65","0.18",NA,"3","117 DEWITT ST"
"68","0.11",NA,"3","119 DEWITT ST"
"55","0.1",NA,"3","121 DEWITT ST"
"78","0.08",NA,"3","125 DEWITT ST"
"78","0.1",NA,"3","206 PUTNAM ST"
"88","0.1",NA,"2","198 PUTNAM ST"
"78","0.13",NA,"3","196 PUTNAM ST"
NA,"0.1",NA,NA,"184 PUTNAM ST"
NA,"0.1",NA,NA,"180 PUTNAM ST"
"68","0.09",NA,"3","578 HOWARD AV"
"55","0.07",NA,"2","574 HOWARD AV"
"90","0.07",NA,"2","570 HOWARD AV"
"68","0.16",NA,"6","564 HOWARD AV"
"63","0.15",NA,"6","560 HOWARD AV"
"68","0.15",NA,"3","556 HOWARD AV"
NA,"0.05",NA,NA,"552 HOWARD AV"
"57","0.46",NA,"6","550 HOWARD AV"
NA,"0.03",NA,NA,"544 HOWARD AV"
"78","0.11",NA,"3","538 HOWARD AV"
"78","0.12",NA,"3","534 HOWARD AV"
"55","0.11",NA,"3","530 HOWARD AV"
"89","0.12",NA,"2","181 PUTNAM ST"
"78","0.09",NA,"2","185 PUTNAM ST"
"78","0.1",NA,"2","189 PUTNAM ST"
"73","0.11",NA,"2","193 PUTNAM ST"
"95","0.11",NA,"2","197 PUTNAM ST"
"73","0.12",NA,"2","201 PUTNAM ST"
NA,NA,NA,NA,NA
"57","1.81",NA,"26","145 DEWITT ST"
"96","8.52","17600","2","360 COLUMBUS AV"
"73","0.29",NA,"4","588 HOWARD AV"
"65","0.28","8000","1","261 PORTSEA ST"
"68","0.03",NA,"1","267 PORTSEA ST"
"68","0.04",NA,"1","269 PORTSEA ST"
"68","0.04",NA,"1","271 PORTSEA ST"
"68","0.03",NA,"1","273 PORTSEA ST"
"68","0.03","6400","1","275 PORTSEA ST"
"68","0.04",NA,"1","277 PORTSEA ST"
"68","0.03",NA,"1","279 PORTSEA ST"
"58","0.04","2700","1","281 PORTSEA ST"
NA,"0.07",NA,NA,"420 CONGRESS AV"
"82","3.87","399100","2","430 CONGRESS AV"
NA,NA,NA,NA,NA
"73","0.46",NA,"68","690 HOWARD AV"
NA,"0",NA,NA,"HOWARD AV"
"65","0.59",NA,"2","680 HOWARD AV"
"50","0.14",NA,"13","672 HOWARD AV"
NA,"0.14",NA,NA,"289 WASHINGTON AV"
NA,"0.15",NA,NA,"299 WASHINGTON AV"
"95","0.11","29500","1","307 WASHINGTON AV"
NA,"0.06",NA,NA,"9 DAGGETT ST"
NA,"0.07",NA,NA,"13 DAGGETT ST"
NA,"0.25",NA,NA,"17 DAGGETT ST"
NA,"0.08",NA,NA,"27 DAGGETT ST"
NA,"0.09",NA,NA,"31 DAGGETT ST"
"15","1.06","11700","3","69 DAGGETT ST"
"60","0.34",NA,"1","514 CONGRESS AV"
"65","0.18","17200","1","500 CONGRESS AV"
"75","0.29",NA,"1","660 HOWARD AV"
"78","0.1",NA,"2","644 HOWARD AV"
"68","0.1",NA,"3","640 HOWARD AV"
NA,"0.15",NA,NA,"634 HOWARD AV"
"78","0.12",NA,"2","630 HOWARD AV"
"78","0.09",NA,"2","626 HOWARD AV"
"68","0.19",NA,"3","622 HOWARD AV"
NA,NA,NA,NA,NA
"68","0.13",NA,"2","295 COLUMBUS AV"
NA,NA,NA,NA,NA
"60","0.24",NA,"1","307 COLUMBUS AV"
"60","0.07",NA,"1","350 WASHINGTON AV"
NA,"0.1",NA,NA,"338 WASHINGTON AV"
"55","0.06",NA,"2","332 WASHINGTON AV"
NA,"0.07",NA,NA,"326 WASHINGTON AV"
"50","0.52",NA,"1","226 CEDAR ST"
NA,"0.12",NA,NA,"229 COLUMBUS AV"
NA,"0.11",NA,NA,"219 COLUMBUS AV"
"86","0.1",NA,"2","225 COLUMBUS AV"
"78","0.09",NA,"3","233 COLUMBUS AV"
"86","0.09",NA,"2","237 COLUMBUS AV"
"86","0.13",NA,"2","241 COLUMBUS AV"
"55","0.11",NA,"3","245 COLUMBUS AV"
"55","0.11",NA,"2","249 COLUMBUS AV"
"85","0.74",NA,"1","257 COLUMBUS AV"
"60","0.14",NA,"1","261 COLUMBUS AV"
"53","0.14",NA,"6","619 HOWARD AV"
"63","0.14",NA,"6","627 HOWARD AV"
"86","0.14",NA,"2","633 HOWARD AV"
NA,"0.03",NA,NA,"MINOR ST"
"85","0.14","10100","2","637 HOWARD AV"
"85","0.11",NA,"1","154 MINOR ST"
"78","0.09",NA,"3","134 MINOR ST"
"78","0.11",NA,"3","128 MINOR ST"
"55","0.14",NA,"3","124 MINOR ST"
NA,NA,NA,NA,NA
NA,"0.04",NA,NA,"156 WASHINGTON AV"
"90","2.54","48400","1","250 CEDAR ST"
"80","0.59","49500","1","232 CEDAR ST"
NA,"0.63",NA,NA,"149 MINOR ST"
"60","0.14",NA,"1","649 HOWARD AV"
"72","1.01","20400","1","169 WASHINGTON AV"
NA,"1.29",NA,NA,"225 WASHINGTON AV"
"65","0.29",NA,"2","691 HOWARD AV"
"45","0.2",NA,"22","701 HOWARD AV"
NA,"0.1",NA,NA,"40 GILBERT ST"
"93","2.22","1513600","1","370 CONGRESS AV"
"70","0.34",NA,"1","156 DAVENPORT AV"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"90","0.05",NA,"1","33 ASYLUM ST"
"65","0.08",NA,"6","168 DAVENPORT AV"
"60","0.13",NA,"3","166 DAVENPORT AV"
NA,"0.13",NA,NA,"162 DAVENPORT AV"
"65","0.2","3100","9","130 DAVENPORT AV"
NA,"0.07",NA,NA,"28 VERNON ST"
NA,"0.1",NA,NA,"26 VERNON ST"
"60","0.14",NA,"6","22 VERNON ST"
"84","0.15",NA,"2","20 VERNON ST"
"82","0.16",NA,"3","16 VERNON ST"
"68","0.15",NA,"3","14 VERNON ST"
"82","0.17",NA,"2","12 VERNON ST"
NA,"0.12",NA,NA,"8 VERNON ST"
"50","0.44","15500","1","495 CONGRESS AV"
NA,"0.5",NA,NA,"517 CONGRESS AV"
NA,"0.13",NA,NA,"21 WARD ST"
"82","0.16",NA,"3","23 WARD ST"
"70","0.25",NA,"5","33 WARD ST"
NA,"0.15",NA,NA,"37 WARD ST"
"55","0.13",NA,"2","43 WARD ST"
"78","0.16",NA,"3","47 WARD ST"
NA,"0.05",NA,NA,"53 WARD ST"
"78","0.08",NA,"3","148 DAVENPORT AV"
"78","0.08",NA,"2","146 DAVENPORT AV"
"95","0.29",NA,"4","138 DAVENPORT AV"
"60","0.11","2800","1","134 DAVENPORT AV"
"90","0.85","172300","1","800 HOWARD AV"
"88","1.15","403100","700","780 HOWARD AV"
NA,"0.59",NA,NA,"760 HOWARD AV"
NA,"0.08",NA,NA,"457 CONGRESS AV"
NA,"0.01",NA,NA,"CONGRESS AV"
"65","0.13",NA,"13","463 CONGRESS AV"
NA,"0.11",NA,NA,"VERNON ST"
"68","0.15",NA,"3","11 VERNON ST"
"82","0.11",NA,"3","15 VERNON ST"
"68","0.12",NA,"2","17 VERNON ST"
"82","0.1",NA,"3","19 VERNON ST"
"68","0.13",NA,"3","23 VERNON ST"
NA,"0.03",NA,NA,"VERNON ST"
NA,"0.07",NA,NA,"27 VERNON ST"
"78","0.13",NA,"3","122 DAVENPORT AV"
NA,"0.18",NA,NA,"116 DAVENPORT AV"
"55","0.27","14600","1","112 DAVENPORT AV"
NA,NA,NA,NA,NA
"68","0.13",NA,"2","48 SYLVAN AV"
"68","0.11",NA,"2","46 SYLVAN AV"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"20","3.84","173000","226","169 DAVENPORT AV"
"68","0.1",NA,"2","65 ASYLUM ST"
"78","0.1","3700","2","69 ASYLUM ST"
"78","0.11",NA,"2","73 ASYLUM ST"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"68","0.11",NA,"3","24 SYLVAN AV"
"68","0.07",NA,"3","58 VERNON ST"
NA,NA,NA,NA,NA
"97","0.13",NA,"2","56 VERNON ST"
"68","0.14",NA,"2","54 VERNON ST"
"78","0.12",NA,"3","52 VERNON ST"
"22","0.12",NA,"2","48 VERNON ST"
"78","0.12",NA,"2","46 VERNON ST"
"95","0.12",NA,"3","44 VERNON ST"
"78","0.12",NA,"3","42 VERNON ST"
"86","0.12",NA,"2","40 VERNON ST"
"93","0.13",NA,"1","38 VERNON ST"
"93","0.13",NA,"1","36 VERNON ST"
"93","0.21",NA,"1","34 VERNON ST"
"45","0.18",NA,"6","127 DAVENPORT AV"
"63","0.14",NA,"6","133 DAVENPORT AV"
"68","0.14","3200","2","135 DAVENPORT AV"
"95","0.11",NA,"3","143 DAVENPORT AV"
NA,"0.17",NA,NA,"145 DAVENPORT AV"
"90","0.09",NA,"3","85 WARD ST"
"90","0.09",NA,"3","89 WARD ST"
"68","0.13",NA,"2","93 WARD ST"
"68","0.13",NA,"3","97 WARD ST"
"68","0.13",NA,"3","101 WARD ST"
NA,"0.13",NA,NA,"105 WARD ST"
"55","0.12",NA,"2","109 WARD ST"
"78","0.12",NA,"2","113 WARD ST"
"95","0.12",NA,"2","117 WARD ST"
"78","0.12",NA,"3","121 WARD ST"
NA,"0.12",NA,NA,"127 WARD ST"
"68","0.12",NA,"2","131 WARD ST"
"68","0.07",NA,"2","135 WARD ST"
"90","0.13",NA,"1","34 SYLVAN AV"
"90","0.08",NA,"1","32 SYLVAN AV"
"86","0.16",NA,"2","30 SYLVAN AV"
"68","0.09",NA,"3","28 SYLVAN AV"
"65","0.13",NA,"8","886 HOWARD AV"
"82","0.4",NA,"2","878 HOWARD AV"
NA,NA,NA,NA,NA
NA,"0.62",NA,NA,"860 HOWARD AV"
NA,NA,NA,NA,NA
"68","0.15","3300","3","850 HOWARD AV"
NA,"0.1",NA,NA,"846 HOWARD AV"
"60","0.11",NA,"2","842 HOWARD AV"
"60","0.13","3400","3","840 HOWARD AV"
"65","0.11",NA,"7","836 HOWARD AV"
NA,"0.02",NA,NA,"HOWARD AV"
NA,"0.09",NA,NA,"99 DAVENPORT AV"
NA,"0.1",NA,NA,"103 DAVENPORT AV"
NA,"0.1",NA,NA,"109 DAVENPORT AV"
NA,"0.11",NA,NA,"111 DAVENPORT AV"
NA,"0.07",NA,NA,"117 DAVENPORT AV"
NA,"0.12",NA,NA,"119 DAVENPORT AV"
NA,"0.17",NA,NA,"31 VERNON ST"
"55","0.09",NA,"3","35 VERNON ST"
"68","0.09",NA,"3","37 VERNON ST"
NA,"0.12",NA,NA,"41 VERNON ST"
NA,"0.13",NA,NA,"43 VERNON ST"
NA,"0.13",NA,NA,"45 VERNON ST"
NA,"0.13",NA,NA,"47 VERNON ST"
NA,"0.1",NA,NA,"49 VERNON ST"
NA,"0.12",NA,NA,"51 VERNON ST"
NA,"0.12",NA,NA,"55 VERNON ST"
"68","0.21",NA,"2","14 SYLVAN AV"
NA,"0.17",NA,NA,"8 SYLVAN AV"
"82","1.49","1052200","2","367 CEDAR ST"
"89","0.62","4105400","1","1 PARK ST"
"80","2.49","2864900","1","10 YORK ST"
"65","1.62","120900","40","34 PARK ST"
NA,"3.13",NA,NA,"OAK ST"
NA,"0.05",NA,NA,"8 PARK ST"
NA,"0.06",NA,NA,"318 OAK ST"
"128","1.39","7344700","1","17 PARK ST"
"82","2.21","2880400","1","30 YORK ST"
"95","2.51","316100","1","1 HOWE ST"
NA,NA,NA,NA,NA
"70","0.55","74200","2","454 GEORGE ST"
"78","0.15",NA,"2","442 GEORGE ST"
"78","0.15",NA,"2","438 GEORGE ST"
"73","0.1","3400","5","434 GEORGE ST"
"78","0.1",NA,"4","430 GEORGE ST"
"78","0.06",NA,"3","426 GEORGE ST"
"68","0.06",NA,"1","424 GEORGE ST"
"68","0.12",NA,"13","104 PARK ST"
"85","0.11","183700","15","98 PARK ST"
"83","0.83","257300","9","84 PARK ST"
"65","0.23",NA,"19","17 HOWE ST"
"60","0.27",NA,"3","19 HOWE ST"
"73","0.14","7500","5","45 HOWE ST"
"65","0.22",NA,"1","402 CROWN ST"
NA,"0.25",NA,NA,"400 CROWN ST"
"78","0.18",NA,"2","392 CROWN ST"
"60","0.26",NA,"1","386 CROWN ST"
"68","0.11",NA,"5","382 CROWN ST"
"68","0.06",NA,"50","380 CROWN ST"
"65","0.06",NA,"1","378 CROWN ST"
NA,"0.07",NA,NA,"374 CROWN ST"
NA,"0.05",NA,NA,"370 CROWN ST"
"65","0.17","60500","3","134 PARK ST"
"55","0.25","4200","2","130 PARK ST"
NA,"0.19",NA,NA,"421 GEORGE ST"
"70","0.79","43400","1","425 GEORGE ST"
"68","0.19",NA,"2","445 GEORGE ST"
"90","0.08","12700","4","447 GEORGE ST"
"68","0.09",NA,"4","451 GEORGE ST"
"73","0.1","3400","5","455 GEORGE ST"
"65","0.16",NA,"6","33 HOWE ST"
"65","0.1",NA,"2","37 HOWE ST"
"78","0.08",NA,"1","39 HOWE ST"
"68","0.1",NA,"2","41 HOWE ST"
"88","0.32",NA,"1","49 HOWE ST"
"65","0.21",NA,"1","1226 CHAPEL ST"
"65","0.2",NA,"14","1220 CHAPEL ST"
"65","0.24",NA,"39","1214 CHAPEL ST"
"78","0.18","5100","2","1210 CHAPEL ST"
"78","0.21",NA,"3","1204 CHAPEL ST"
NA,"0.24",NA,NA,"1198 CHAPEL ST"
"63","0.28","36800","16","1184 CHAPEL ST"
NA,"0.01",NA,NA,"PARK ST"
"73","0.03",NA,"1","1182 CHAPEL ST"
"73","0.04",NA,"3","1180 CHAPEL ST"
"50","0.06",NA,"11","174 PARK ST"
"55","0.08","9900","6","170 PARK ST"
"55","0.11",NA,"8","166 PARK ST"
"68","0.06",NA,"3","162 PARK ST"
"63","0.11",NA,"16","371 CROWN ST"
NA,"0.1",NA,NA,"377 CROWN ST"
"60","0.13",NA,"1","379 CROWN ST"
NA,"0.15",NA,NA,"387 CROWN ST"
NA,"0.1",NA,NA,"391 CROWN ST"
"78","0.08",NA,"2","395 CROWN ST"
"68","0.08",NA,"1","397 CROWN ST"
"90","0.12",NA,"4","401 CROWN ST"
"50","0.08",NA,"2","363 CROWN ST"
"60","0.04","3300","3","155 PARK ST"
"60","0.07",NA,"3","161 PARK ST"
"65","0.1",NA,"13","165 PARK ST"
NA,"0.12",NA,NA,"169 PARK ST"
"82","0.1",NA,"14","173 PARK ST"
"65","0.05",NA,"2","177 PARK ST"
"35","0.06",NA,"2","1174 CHAPEL ST"
"60","0.15",NA,"12","1170 CHAPEL ST"
"65","0.22","8100","1","1166 CHAPEL ST"
"73","0.76","0","1","1156 CHAPEL ST"
"61","0.74","73100","1","150 YORK ST"
"32","0.74","38400","2","150 YORK ST"
"60","0.13",NA,"5","1150 CHAPEL ST"
"73","0.11",NA,"3","1144 CHAPEL ST"
"20","0.12",NA,"3","1142 CHAPEL ST"
"65","0.2","44200","12","1126 CHAPEL ST"
"50","0.04","1500","5","170 YORK ST"
"45","0.04","1300","5","168 YORK ST"
"55","0.06","1800","3","166 YORK ST"
"45","0.05",NA,"1","148 YORK ST"
"35","0.06",NA,"5","146 YORK ST"
"40","0.06",NA,"6","142 YORK ST"
NA,"0.14",NA,NA,"321 CROWN ST"
NA,"0.13",NA,NA,"333 CROWN ST"
"55","0.07",NA,"1","337 CROWN ST"
"32","0.32","9700","1","341 CROWN ST"
"97","0.35","190800","1","353 CROWN ST"
NA,"0.12",NA,NA,"359 CROWN ST"
"65","0.14","9300","7","1217 CHAPEL ST"
"65","0.06",NA,"1","65 HOWE ST"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"60","0.12",NA,"1","85 HOWE ST"
"68","0.07",NA,"2","87 HOWE ST"
"60","0.07","6400","3","89 HOWE ST"
NA,"0.05",NA,NA,"38 EDGEWOOD AV"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"78","0.11","3700","1","16 EDGEWOOD AV"
"76","0.07",NA,"3","12 EDGEWOOD AV"
"65","0.22",NA,"20","228 PARK ST"
"65","0.48","36800","40","210 PARK ST"
NA,"0.21",NA,NA,"PARK ST"
"78","0.11","3700","1","206 PARK ST"
"94","0.08",NA,"7","202 PARK ST"
NA,"0.03",NA,NA,"PARK ST"
"65","0.13",NA,"10","196 PARK ST"
"65","0.04","1700","3","1179 CHAPEL ST"
"60","0.08",NA,"4","1187 CHAPEL ST"
"60","0.13","6700","4","1191 CHAPEL ST"
"65","0.21","6200","4","1195 CHAPEL ST"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"82","0.34",NA,"1","1201 CHAPEL ST"
"68","0.41","6500","5","32 EDGEWOOD AV"
"65","0.6","19300","9","1203 CHAPEL ST"
"60","0.09","130200","32","1171 CHAPEL ST"
NA,"0.04",NA,NA,"201 PARK ST"
"65","0.13",NA,"1","205 PARK ST"
NA,"0",NA,NA,"205 PARK ST"
"65","0.29","28100","1","213 PARK ST"
"60","0.13",NA,"1","217 PARK ST"
NA,"2.65",NA,NA,"225 PARK ST"
NA,"0.5",NA,NA,"YORK ST"
NA,"0.11",NA,NA,"YORK ST"
"57","0.1",NA,"1","256 YORK ST"
"82","0.89","0","1","240 YORK ST"
"65","0.09","7400","14","316 ELM ST"
"95","0.1","147300","1","310 ELM ST"
"26","0.14",NA,"3","296 ELM ST"
NA,"0.09",NA,NA,"304 ELM ST"
NA,"0.36",NA,NA,"272 ELM ST"
"60","0.05",NA,"1","260 ELM ST"
"73","0.03",NA,"2","266 YORK ST"
"65","0.04",NA,"3","264 YORK ST"
NA,"0",NA,NA,"ELM ST"
NA,"0.11",NA,NA,"260 YORK ST"
"73","0.23",NA,"1","232 YORK ST"
"88","0.57","71700","1","224 YORK ST"
"73","0.54",NA,"1","214 YORK ST"
"73","0.23","136400","1","220 YORK ST"
"86","0.2",NA,"1","212 YORK ST"
"64","0.23","0","1","204 YORK ST"
"60","0.21",NA,"1","215 PARK ST"
NA,"0.04",NA,NA,"YORK ST"
"60","0.07","16300","1","202 YORK ST"
"99","0.11","0","1","200 YORK ST"
NA,"0.18",NA,NA,"194 YORK ST"
"75","0.42","289200","1","182 YORK ST"
"65","0.2","51800","46","1145 CHAPEL ST"
"35","0.29","100600","92","1151 CHAPEL ST"
"75","0.47","186000","2","1157 CHAPEL ST"
NA,"0.05",NA,NA,"PARK ST"
"65","0.13",NA,"36","91 HOWE ST"
"60","0.15",NA,"2","95 HOWE ST"
"68","0.14",NA,"6","97 HOWE ST"
"68","0.09",NA,"1","101 HOWE ST"
"68","0.09",NA,"3","103 HOWE ST"
"68","0.14",NA,"4","105 HOWE ST"
"68","0.08",NA,"2","107 HOWE ST"
"60","0.11",NA,"3","109 HOWE ST"
"68","0.11",NA,"4","111 HOWE ST"
"68","0.06",NA,"2","115 HOWE ST"
"60","0.12","7600","3","372 ELM ST"
"78","0.14",NA,"4","366 ELM ST"
"48","0.1",NA,"7","362 ELM ST"
"60","0.09",NA,"10","356 ELM ST"
"78","0.04",NA,"4","40 LYNWOOD PL"
"82","0.17","101700","1","36 LYNWOOD PL"
"68","0.06",NA,"3","34 LYNWOOD PL"
"68","0.08",NA,"3","28 LYNWOOD PL"
"78","0.06",NA,"3","26 LYNWOOD PL"
"78","0.06",NA,"3","22 LYNWOOD PL"
"65","0.06","3100","1","18 LYNWOOD PL"
"68","0.1","3200","1","16 LYNWOOD PL"
"60","0.1",NA,"13","27 EDGEWOOD AV"
"90","0.07",NA,"2","33 EDGEWOOD AV"
"78","0.07","3700","1","37 EDGEWOOD AV"
"78","0.07",NA,"4","21 EDGEWOOD AV"
