"pctgood","acres","exval","occupancy","location"
"35","7.21",NA,"1","BRIGHT ST"
NA,"0.1",NA,NA,"102 PINE ST"
"68","0.04",NA,"1","100 PINE ST"
"30","1.81","119000","135","118 CLINTON AV"
"78","0.12",NA,"1","102 CLINTON AV"
NA,NA,NA,NA,NA
"55","0.09",NA,"1","98 CLINTON AV #REAR"
"68","0.17",NA,"2","98 CLINTON AV"
"55","0.21",NA,"2","94 CLINTON AV"
"68","0.41",NA,"3","80 CLINTON AV"
"68","0.18",NA,"3","74 CLINTON AV"
"68","0.23",NA,"2","72 CLINTON AV"
"65","0.63",NA,"15","56 CLINTON AV"
"63","0.25",NA,"2","54 CLINTON AV"
"65","0.28","4100","2","46 CLINTON AV"
"68","0.24",NA,"2","38 CLINTON AV"
"60","0.26",NA,"9","32 CLINTON AV"
"68","0.19",NA,"3","24 CLINTON AV"
"68","0.2",NA,"3","18 CLINTON AV"
"85","0.16",NA,"5","14 CLINTON AV"
"50","0.08","3300","3","85 GRAND AV"
"65","0.07",NA,"3","77 GRAND AV"
"50","0.17","3400","7","87 GRAND AV"
NA,"0.11",NA,NA,"CLINTON AV"
"60","0.07",NA,"3","93 GRAND AV"
"60","0.09","2700","3","97 GRAND AV"
"33","0.61",NA,"12","101 GRAND AV"
"70","0.16",NA,"1","111 GRAND AV"
"50","0.19","7800","6","113 GRAND AV"
"50","0.21","8800","4","9 ATWATER ST"
"68","0.14",NA,"3","17 ATWATER ST"
"55","0.19",NA,"2","21 ATWATER ST"
"68","0.36",NA,"2","25 ATWATER ST"
"68","0.24",NA,"2","31 ATWATER ST"
"90","0.2",NA,"2","29 ATWATER ST"
"78","0.22",NA,"3","35 ATWATER ST"
"68","0.26","3200","1","39 ATWATER ST"
"58","0.39",NA,"3","45 ATWATER ST"
"68","0.32",NA,"2","47 ATWATER ST"
"68","0.17",NA,"1","49 ATWATER ST"
"68","0.15",NA,"1","49 1/2 ATWATER ST"
"68","0.24",NA,"3","57 ATWATER ST"
"68","0.24",NA,"2","59 ATWATER ST"
"68","0.24",NA,"3","61 ATWATER ST"
"68","0.23",NA,"2","63 ATWATER ST"
"68","0.27",NA,"2","65 ATWATER ST"
"63","0.22",NA,"1","67 ATWATER ST"
"68","0.17",NA,"2","69 ATWATER ST"
NA,NA,NA,NA,NA
"68","0.1",NA,"2","116 ATWATER ST"
"68","0.1",NA,"1","114 ATWATER ST"
"68","0.1",NA,"1","112 ATWATER ST"
"55","0.08",NA,"2","110 ATWATER ST"
NA,"0.09",NA,NA,"ATWATER ST"
"68","0.1",NA,"1","108 ATWATER ST"
"68","0.08",NA,"2","104 ATWATER ST"
"68","0.08",NA,"2","100 ATWATER ST"
"68","0.08",NA,"3","96 ATWATER ST"
"78","0.12",NA,"3","103 PINE ST"
"68","0.1",NA,"2","109 PINE ST"
"68","0.1",NA,"1","111 PINE ST"
"68","0.44",NA,"1","113 PINE ST"
"78","0.1","7300","3","121 PINE ST"
"68","0.1",NA,"3","125 PINE ST"
"78","0.07",NA,"2","3 ROWE ST"
"68","0.07",NA,"1","5 ROWE ST"
"68","0.09",NA,"2","17 ROWE ST"
"68","0.1",NA,"3","140 GRAFTON ST"
"78","0.11",NA,"3","136 GRAFTON ST"
"68","0.1",NA,"2","132 GRAFTON ST"
"68","0.1",NA,"2","128 GRAFTON ST"
"68","0.1",NA,"2","124 GRAFTON ST"
"68","0.14",NA,"3","120 GRAFTON ST"
"78","0.14",NA,"3","118 GRAFTON ST"
"78","0.08",NA,"1","86 GRAFTON ST"
NA,"0.05",NA,NA,"6 PINE PL"
NA,"0.08",NA,NA,"79 PINE ST"
NA,"0.08",NA,NA,"81 PINE ST"
"55","0.11",NA,"1","83 PINE ST"
NA,"0.08",NA,NA,"85 PINE ST"
"78","0.09",NA,"2","103 ATWATER ST"
"68","0.09",NA,"1","105 ATWATER ST"
"68","0.23",NA,"1","109 ATWATER ST"
"78","0.15",NA,"2","111 ATWATER ST"
NA,NA,NA,NA,NA
"68","0.12",NA,"2","113 ATWATER ST"
"74","0.09",NA,"1","115 ATWATER ST"
"82","0.09",NA,"2","117 ATWATER ST"
"78","0.05",NA,"2","92 GRAFTON ST"
NA,"0.08",NA,NA,"90 GRAFTON ST"
"78","0.13",NA,"1","88 GRAFTON ST"
"68","0.16",NA,"1","150 CLINTON AV"
"68","0.2",NA,"2","146 CLINTON AV"
"90","0.23",NA,"1","138 CLINTON AV"
NA,"0.11",NA,NA,"71 PINE ST"
NA,"0.17",NA,NA,"75 PINE ST"
NA,"0.11",NA,NA,"77 PINE ST"
NA,NA,NA,NA,NA
NA,"3.83",NA,NA,"73 FRONT ST"
"78","0.11","3700","1","57 EAST PEARL ST"
"68","0.13",NA,"3","59 EAST PEARL ST"
NA,"0.11",NA,NA,"EAST PEARL ST"
"86","0.12","4000","1","65 EAST PEARL ST"
"78","0.12",NA,"2","69 EAST PEARL ST"
"68","0.12",NA,"1","73 EAST PEARL ST"
"86","0",NA,"1","24 FRONT ST #24"
"86","0","4000","1","26 FRONT ST #26"
"86","0","4000","1","28 FRONT ST #28"
"86","0","4000","1","30 FRONT ST #30"
"86","0","4000","1","32 FRONT ST #32"
"86","0","4000","1","34 FRONT ST #34"
"86","0","4000","1","36 FRONT ST #36"
"86","0",NA,"1","38 FRONT ST #38"
"86","0","4000","1","40 FRONT ST #40"
"86","0","4000","1","42 FRONT ST #42"
"86","0",NA,"1","44 FRONT ST #44"
"86","0","4000","1","46 FRONT ST #46"
"86","0","4000","1","48 FRONT ST #48"
"86","0","4000","1","50 FRONT ST #50"
"86","0","4000","1","52 FRONT ST #52"
"86","0","4000","1","54 FRONT ST #54"
"90","0.16",NA,"1","77 EAST PEARL ST"
"68","0.15","3200","2","81 EAST PEARL ST"
"78","0.16",NA,"2","85 EAST PEARL ST"
"78","0.15",NA,"1","87 EAST PEARL ST"
"78","0.15",NA,"2","89 EAST PEARL ST"
"86","0",NA,"1","58 FRONT ST #58"
"86","0","4000","1","60 FRONT ST #60"
"86","0","4000","1","62 FRONT ST #62"
"86","0",NA,"1","64 FRONT ST #64"
"86","0",NA,"1","66 FRONT ST #66"
"86","0",NA,"1","68 FRONT ST #68"
"86","0","4000","1","70 FRONT ST #70"
"86","0",NA,"1","72 FRONT ST #72"
"86","0","4000","1","74 FRONT ST #74"
"86","0",NA,"1","76 FRONT ST #76"
"86","0","4000","1","78 FRONT ST #78"
"86","0","4000","1","80 FRONT ST #80"
"86","0",NA,"1","82 FRONT ST #82"
"86","0","4000","1","84 FRONT ST #84"
"86","0","4000","1","86 FRONT ST #86"
"86","0","4000","1","88 FRONT ST #88"
NA,"0.17",NA,NA,"95 EAST PEARL ST"
"55","0.37",NA,"1","97 EAST PEARL ST"
"68","0.1",NA,"1","58 EXCHANGE ST"
"78","0.18",NA,"1","50 EXCHANGE ST"
"90","0.14",NA,"1","46 EXCHANGE ST"
"68","0.31",NA,"4","40 EXCHANGE ST"
"68","0.13",NA,"2","36 EXCHANGE ST"
"86","0",NA,"1","92 FRONT ST #92"
"86","0","4000","1","94 FRONT ST #94"
"86","0","4000","1","96 FRONT ST #96"
"86","0","4000","1","98 FRONT ST #98"
"86","0","4000","1","100 FRONT ST #100"
"86","0","4000","1","102 FRONT ST #102"
"86","0",NA,"1","104 FRONT ST #104"
"86","0","4000","1","106 FRONT ST #106"
"86","0",NA,"1","108 FRONT ST #108"
"86","0","4000","1","110 FRONT ST #110"
"86","0","4000","1","112 FRONT ST #112"
"86","0","4000","1","114 FRONT ST #114"
"86","0","4000","1","116 FRONT ST #116"
"86","0","4000","1","118 FRONT ST #118"
"96","0","4500","1","120 FRONT ST #120"
"86","0","4000","1","122 FRONT ST #122"
"86","0","4000","1","124 FRONT ST #124"
"86","0",NA,"1","126 FRONT ST #126"
"86","0","4000","1","128 FRONT ST #128"
"86","0",NA,"1","130 FRONT ST #130"
"86","0",NA,"1","132 FRONT ST #132"
"86","0","4000","1","134 FRONT ST #134"
"86","0",NA,"1","136 FRONT ST #136"
"86","0","4000","1","138 FRONT ST #138"
"86","0","4000","1","140 FRONT ST #140"
NA,"0.05",NA,NA,"EAST PEARL ST"
"68","0.09",NA,"2","105 EAST PEARL ST"
"68","0.14",NA,"3","109 EAST PEARL ST"
"68","0.13",NA,"2","113 EAST PEARL ST"
NA,"0.99",NA,NA,"84 GRAND AV"
"62","0.44",NA,"2","70 GRAND AV"
"65","0.12",NA,"2","14 GRAND AV"
"80","2","321300","1","160 FRONT ST"
"86","0",NA,"1","142 FRONT ST #142"
"86","0",NA,"1","144 FRONT ST #144"
"86","0","4000","1","146 FRONT ST #146"
"86","0",NA,"1","148 FRONT ST #148"
"86","0",NA,"1","150 FRONT ST #150"
"86","0","4000","1","152 FRONT ST #152"
"86","0","4000","1","154 FRONT ST #154"
"86","0","4000","1","156 FRONT ST #156"
"86","0","4000","1","158 FRONT ST #158"
"90","0",NA,"1","160 FRONT ST #160"
"86","0","4000","1","162 FRONT ST #162"
"86","0","4000","1","164 FRONT ST #164"
"86","0",NA,"1","15 EXCHANGE ST #15"
"86","0","4000","1","17 EXCHANGE ST #17"
"86","0","4000","1","19 EXCHANGE ST #19"
"86","0","4000","1","21 EXCHANGE ST #21"
"86","0","4000","1","23 EXCHANGE ST #23"
"86","0","4000","1","25 EXCHANGE ST #25"
"86","0","4000","1","27 EXCHANGE ST #27"
"86","0",NA,"1","31 EXCHANGE ST #31"
"86","0","4000","1","33 EXCHANGE ST #33"
"86","0","4000","1","35 EXCHANGE ST #35"
"86","0","4000","1","37 EXCHANGE ST #37"
"86","0","4000","1","39 EXCHANGE ST #39"
"86","0",NA,"1","43 EXCHANGE ST #43"
"86","0","4000","1","45 EXCHANGE ST #45"
"86","0","4000","1","47 EXCHANGE ST #47"
"86","0",NA,"1","49 EXCHANGE ST #49"
"86","0","4000","1","51 EXCHANGE ST #51"
"86","0","4000","1","53 EXCHANGE ST #53"
"86","0","4000","1","57 EXCHANGE ST #57"
"80","0.17",NA,"1","61 CHAPEL ST"
"60","0.04",NA,"2","177 FERRY ST"
"68","0.19",NA,"2","54 EAST PEARL ST"
"68","0.49",NA,"1","48 EAST PEARL ST"
"68","0.16",NA,"2","44 EAST PEARL ST"
"68","0.25","3200","1","42 EAST PEARL ST"
"68","0.14",NA,"3","32 EAST PEARL ST"
"68","0.14",NA,"3","28 EAST PEARL ST"
"78","0.07",NA,"3","24 EAST PEARL ST"
"68","0.07",NA,"1","29 CHAPEL ST"
"55","0.17",NA,"2","31 CHAPEL ST"
"55","0.12",NA,"2","33 CHAPEL ST"
"84","0.18",NA,"2","49 CHAPEL ST"
"68","0.14",NA,"3","35 HOUSTON ST"
"68","0.11",NA,"3","37 HOUSTON ST"
"78","0.11",NA,"3","39 HOUSTON ST"
"68","0.13",NA,"2","41 HOUSTON ST"
"78","0.12",NA,"3","43 HOUSTON ST"
"68","0.11",NA,"2","45 HOUSTON ST"
"68","0.11",NA,"2","47 HOUSTON ST"
"68","0.08",NA,"2","49 HOUSTON ST"
"68","0.08",NA,"2","53 HOUSTON ST"
"78","0.08",NA,"3","57 HOUSTON ST"
"55","0.07",NA,"2","66 CHAMBERS ST"
"68","0.08",NA,"2","60 CHAMBERS ST"
"68","0.11",NA,"3","54 CHAMBERS ST"
"68","0.17",NA,"3","58 HOUSTON ST"
"68","0.15",NA,"3","54 HOUSTON ST"
"68","0.14",NA,"2","50 HOUSTON ST"
"68","0.14",NA,"1","48 HOUSTON ST"
"68","0.14",NA,"3","46 HOUSTON ST"
"78","0.11",NA,"1","42 HOUSTON ST"
"68","0.09",NA,"2","38 HOUSTON ST"
"68","0.08","400","2","34 HOUSTON ST"
"55","0.06",NA,"2","30 HOUSTON ST"
NA,NA,NA,NA,NA
"68","0.12",NA,"2","187 FERRY ST"
"55","0.07",NA,"2","189 FERRY ST"
"68","0.08",NA,"3","191 FERRY ST"
"65","0.1",NA,"4","195 FERRY ST"
NA,"0.09",NA,NA,"201 FERRY ST"
"68","0.22",NA,"3","205 FERRY ST"
"63","0.12",NA,"4","213 FERRY ST"
"55","0.14",NA,"2","217 FERRY ST"
"50","0.24",NA,"4","223 FERRY ST"
"68","0.07",NA,"3","56 PIERPONT ST"
"78","0.05",NA,"1","76 HOUSTON ST"
"68","0.12",NA,"3","74 HOUSTON ST"
"68","0.18",NA,"3","72 HOUSTON ST"
"78","0.34",NA,"1","70 HOUSTON ST"
"68","0.15",NA,"2","64 HOUSTON ST"
"63","0.16",NA,"6","79 CHAMBERS ST"
"78","0.16",NA,"1","81 CHAMBERS ST"
"85","0.2",NA,"3","85 CHAMBERS ST"
"90","0.16",NA,"2","89 CHAMBERS ST"
"78","0.14",NA,"3","241 FERRY ST"
"90","0.09",NA,"3","245 FERRY ST"
"55","0.11",NA,"4","247 FERRY ST"
"68","0.07",NA,"2","255 FERRY ST"
"68","0.16",NA,"3","84 PIERPONT ST"
"68","0.11",NA,"2","80 PIERPONT ST"
"55","0.09","7800","2","78 PIERPONT ST"
"68","0.07",NA,"2","76 PIERPONT ST"
"68","0.08",NA,"1","72 PIERPONT ST"
"73","0.08",NA,"6","68 PIERPONT ST"
"68","0.05",NA,"1","66 PIERPONT ST"
"78","0.05",NA,"2","64 PIERPONT ST"
"55","0.09",NA,"4","60 PIERPONT ST"
"68","0.22",NA,"3","88 EAST PEARL ST"
"68","0.11",NA,"2","82 EAST PEARL ST"
"78","0.15",NA,"3","80 EAST PEARL ST"
"68","0.25","3200","2","76 EAST PEARL ST"
"68","0.13",NA,"2","72 EAST PEARL ST"
"68","0.13",NA,"2","70 EAST PEARL ST"
"78","0.19",NA,"2","68 EAST PEARL ST"
"68","0.19",NA,"2","62 EAST PEARL ST"
"68","0.14",NA,"2","60 EAST PEARL ST"
"68","0.19","3200","1","58 EAST PEARL ST"
"98","0.11",NA,"2","55 CHAMBERS ST"
"68","0.2",NA,"2","65 CHAMBERS ST"
"55","0.15",NA,"2","67 HOUSTON ST"
"78","0.15",NA,"2","69 HOUSTON ST"
"78","0.15",NA,"2","71 HOUSTON ST"
"68","0.17",NA,"3","75 HOUSTON ST"
"68","0.19",NA,"3","79 HOUSTON ST"
"63","0.08",NA,"6","81 HOUSTON ST"
"68","0.05",NA,"2","46 PIERPONT ST"
"68","0.11",NA,"1","42 PIERPONT ST"
"78","0.14",NA,"2","40 PIERPONT ST"
"96","0.07",NA,"1","34 PIERPONT ST"
"78","0.1",NA,"2","30 PIERPONT ST"
"68","0.16",NA,"2","100 EAST PEARL ST"
"95","0.21","8900","4","92 EAST PEARL ST"
NA,"0.05",NA,NA,"PIERPONT ST"
NA,"0.05",NA,NA,"27 PIERPONT ST"
"78","0.1",NA,"2","29 PIERPONT ST"
"68","0.1",NA,"1","35 PIERPONT ST"
"78","0.1",NA,"2","37 PIERPONT ST"
"68","0.1",NA,"1","41 PIERPONT ST"
"78","0.07",NA,"2","45 PIERPONT ST"
"78","0.11",NA,"2","53 PIERPONT ST"
"68","0.08",NA,"2","55 PIERPONT ST"
"68","0.08",NA,"2","59 PIERPONT ST"
"68","0.08",NA,"2","63 PIERPONT ST"
"68","0.09",NA,"4","67 PIERPONT ST"
"68","0.09",NA,"2","71 PIERPONT ST"
"68","0.11",NA,"2","77 PIERPONT ST"
"68","0.11",NA,"3","79 PIERPONT ST"
"63","0.12",NA,"4","81 PIERPONT ST"
"68","0.1",NA,"2","85 PIERPONT ST"
"55","0.07",NA,"1","261 FERRY ST"
"60","0.11",NA,"1","269 FERRY ST"
NA,"0.06",NA,NA,"156 EXCHANGE ST"
"37","0.05",NA,"2","152 EXCHANGE ST"
"78","0.11",NA,"2","148 EXCHANGE ST"
"68","0.11",NA,"2","144 EXCHANGE ST"
"68","0.11",NA,"2","140 EXCHANGE ST"
"68","0.11",NA,"2","134 EXCHANGE ST"
"78","0.11",NA,"1","130 EXCHANGE ST"
"68","0.11",NA,"2","124 EXCHANGE ST"
"55","0.11",NA,"1","120 EXCHANGE ST"
"78","0.11",NA,"2","114 EXCHANGE ST"
"90","0.27","8500","2","106 EXCHANGE ST"
"68","0.07",NA,"3","104 EXCHANGE ST"
"68","0.1",NA,"2","100 EXCHANGE ST"
"68","0.11",NA,"2","94 EXCHANGE ST"
"68","0.07",NA,"2","90 EXCHANGE ST"
"68","0.07",NA,"2","86 EXCHANGE ST"
"68","0.07",NA,"1","84 EXCHANGE ST"
"68","0.07",NA,"1","80 EXCHANGE ST"
"68","0.09",NA,"2","76 EXCHANGE ST"
"65","0.49",NA,"4","118 GRAND AV"
NA,"0.1",NA,NA,"GRAND AV"
"78","0.17",NA,"1","116 EAST PEARL ST"
"68","0.25","3200","3","112 EAST PEARL ST"
"68","0.19",NA,"2","108 EAST PEARL ST"
"68","0.19","3200","3","102 EAST PEARL ST"
"78","0.18",NA,"2","75 EXCHANGE ST"
"55","0.11",NA,"2","79 EXCHANGE ST"
"68","0.09",NA,"2","81 EXCHANGE ST"
"78","0.18",NA,"1","83 EXCHANGE ST"
"68","0.18",NA,"2","91 EXCHANGE ST"
"82","3.96","101700","1","164 GRAND AV"
"65","0.26","40300","1","182 GRAND AV"
NA,"0.15",NA,NA,"127 EXCHANGE ST"
"68","0.18",NA,"2","131 EXCHANGE ST"
"78","0.12",NA,"1","137 EXCHANGE ST"
"68","0.07",NA,"2","141 EXCHANGE ST"
"55","0.12",NA,"2","287 FERRY ST"
"70","1.97","67000","5","184 GRAND AV"
NA,"0.22",NA,NA,"325 FERRY ST"
"80","0.23",NA,"1","291 FERRY ST"
"68","0.45",NA,"4","132 GRAND AV"
"60","0.6",NA,"3","126 GRAND AV"
NA,"0.23",NA,NA,"RIVER ST"
"55","1.05","12000","2","24 RIVER ST"
NA,"0.19",NA,NA,"RIVER ST"
NA,"2.38",NA,NA,"2 RIVER ST"
NA,"0.47",NA,NA,"17 FRONT ST"
NA,"0.86",NA,NA,"39 FRONT ST"
NA,"0.34",NA,NA,"59 FRONT ST"
NA,"0.13",NA,NA,"69 FRONT ST"
"45","1.71","208800","104","19 RIVER ST"
"30","0.08",NA,"1","RIVER ST"
NA,"0.12",NA,NA,"EAST PEARL ST"
NA,"0.09",NA,NA,"23 EAST PEARL ST"
"73","0.23",NA,"3","37 EAST PEARL ST"
"78","0.24",NA,"1","43 EAST PEARL ST"
NA,NA,NA,NA,NA
"68","0.11",NA,"3","47 EAST PEARL ST"
"68","0.11",NA,"3","51 EAST PEARL ST"
"78","0.05",NA,"2","55 EAST PEARL ST"
"93","0.06",NA,"1","32 CHAMBERS ST"
"78","0.22","3700","2","22 FRONT ST"
"86","0",NA,"1","20 FRONT ST #A"
"86","0",NA,"1","16 FRONT ST #B"
"86","0","4000","1","12 FRONT ST #C"
"86","0","4000","1","8 FRONT ST #D"
"86","0","4000","1","4 FRONT ST #E"
"86","0","1800","1","18 FRONT ST #F"
"86","0","4000","1","14 FRONT ST #G"
"86","0","4000","1","10 FRONT ST #H"
"86","0","4000","1","6 FRONT ST #I"
"86","0",NA,"1","2 FRONT ST #J"
NA,"0",NA,NA,"6 FRONT ST #GAR"
NA,"0.12",NA,NA,"46 FRONT ST"
NA,"0.07",NA,NA,"38 FRONT ST"
"80","0",NA,"1","1 FRONT ST #001"
"80","0",NA,"1","1 FRONT ST #003"
"80","0",NA,"1","1 FRONT ST #007"
"80","0",NA,"1","1 FRONT ST #011"
"80","0",NA,"1","1 FRONT ST #013"
"70","0",NA,"1","1 FRONT ST #015"
"80","0",NA,"1","1 FRONT ST #101"
"80","0",NA,"1","1 FRONT ST #102"
"80","0",NA,"1","1 FRONT ST #103"
"80","0",NA,"1","1 FRONT ST #104"
NA,NA,NA,NA,NA
"80","0",NA,"1","1 FRONT ST #106"
"80","0",NA,"1","1 FRONT ST #107"
"80","0",NA,"1","1 FRONT ST #108"
"80","0",NA,"1","1 FRONT ST #109"
"80","0",NA,"1","1 FRONT ST #110"
"80","0",NA,"1","1 FRONT ST #111"
"80","0",NA,"1","1 FRONT ST #112"
"80","0",NA,"1","1 FRONT ST #113"
"80","0",NA,"1","1 FRONT ST #114"
"80","0",NA,"1","1 FRONT ST #115"
"80","0",NA,"1","1 FRONT ST #116"
"80","0",NA,"1","1 FRONT ST #200"
"80","0",NA,"1","1 FRONT ST #201"
"80","0",NA,"1","1 FRONT ST #202"
"80","0",NA,"1","1 FRONT ST #203"
"80","0",NA,"1","1 FRONT ST #204"
"2","2.05","0","1","142 RIVER ST"
NA,"7.73",NA,NA,"100 RIVER ST"
"25","3.91","2200","2","90 RIVER ST"
NA,"1.85",NA,NA,"46 RIVER ST"
"45","2.47","50600","3","36 RIVER ST"
NA,"1.38",NA,NA,"56 RIVER ST"
"25","1.01","11700","3","196 CHAPEL ST"
"45","0.16",NA,"1","184 CHAPEL ST"
"45","0.32","10300","1","178 CHAPEL ST"
NA,"0.18",NA,NA,"168 CHAPEL ST"
"55","0.3","17000","2","76 BLATCHLEY AV"
"50","0.32","1400","1","143 RIVER ST"
"55","1.53","19000","2","166 CHAPEL ST"
"60","0.29","6900","1","136 CHAPEL ST"
NA,"0.6",NA,NA,"112 CHAPEL ST"
NA,"1.17",NA,NA,"128 CHAPEL ST"
"60","0.18",NA,"1","75 POPLAR ST"
"55","0.22","1300","1","100 CHAPEL ST"
"68","0.12",NA,"3","98 CHAPEL ST"
"68","0.13",NA,"3","96 CHAPEL ST"
"78","0.15",NA,"4","92 CHAPEL ST"
"60","0.27",NA,"1","76 CHAPEL ST"
NA,"0.09",NA,NA,"72 CHAPEL ST"
"68","0.06",NA,"3","70 CHAPEL ST"
"55","0.05",NA,"3","68 CHAPEL ST"
"45","0.08","4900","6","158 FERRY ST"
"35","0.05","1700","2","154 FERRY ST"
"45","0.07","2600","2","150 FERRY ST"
"65","0.85","420200","1","43 RIVER ST"
NA,"0.52",NA,NA,"RIVER ST"
"50","0.17",NA,"1","69 POPLAR ST"
"90","0.06",NA,"3","116 POPLAR ST"
"78","0.07",NA,"2","112 POPLAR ST"
"68","0.06",NA,"2","108 POPLAR ST"
"68","0.06",NA,"2","104 POPLAR ST"
"55","0.09",NA,"2","102 POPLAR ST"
"50","0.09",NA,"6","111 CHAPEL ST"
NA,"0.04",NA,NA,"CHAPEL ST"
NA,"0.04",NA,NA,"115 CHAPEL ST"
"68","0.08",NA,"2","119 CHAPEL ST"
"68","0.09",NA,"3","123 CHAPEL ST"
NA,NA,NA,NA,NA
NA,"0.13",NA,NA,"129 CHAPEL ST"
"50","0.18",NA,"1","131 CHAPEL ST"
"68","0.13",NA,"2","137 CHAPEL ST"
"68","0.1",NA,"1","149 CHAPEL ST"
"68","0.11",NA,"2","151 CHAPEL ST"
"60","0.1",NA,"4","153 CHAPEL ST"
"55","0.11",NA,"2","155 CHAPEL ST"
"68","0.13",NA,"3","157 CHAPEL ST"
"60","0.1",NA,"4","159 CHAPEL ST"
"63","0.1",NA,"6","163 CHAPEL ST"
NA,"0.09",NA,NA,"107 BLATCHLEY AV"
"65","0.27",NA,"1","115 BLATCHLEY AV"
"60","0.34","7600","1","BLATCHLEY AV"
"68","0.1",NA,"2","88 SALTONSTALL AV"
"68","0.09",NA,"1","84 SALTONSTALL AV"
"78","0.12",NA,"1","80 SALTONSTALL AV"
"72","0.16",NA,"4","74 SALTONSTALL AV"
"68","0.13",NA,"3","70 SALTONSTALL AV"
"55","0.13",NA,"3","66 SALTONSTALL AV"
"55","0.1",NA,"2","62 SALTONSTALL AV"
"68","0.1",NA,"2","58 SALTONSTALL AV"
NA,"0.09",NA,NA,"192 FERRY ST"
"55","0.06",NA,"3","12 SALTONSTALL AV"
NA,"0.09",NA,NA,"186 FERRY ST"
"80","0.1",NA,"1","170 FERRY ST"
"80","0.1",NA,"1","174 FERRY ST"
"80","0.11",NA,"1","178 FERRY ST"
"80","0.11",NA,"1","182 FERRY ST"
"55","0.15",NA,"1","73 CHAPEL ST"
"68","0.11",NA,"1","79 CHAPEL ST"
"68","0.16",NA,"2","85 CHAPEL ST"
"90","0.21",NA,"2","87 CHAPEL ST"
"75","0.27",NA,"6","93 CHAPEL ST"
"65","0.16",NA,"2","105 CHAPEL ST"
"68","0.1",NA,"2","109 CHAPEL ST"
NA,"0.03",NA,NA,"103 POPLAR ST"
"78","0.08",NA,"2","105 POPLAR ST"
"55","0.09","2600","2","109 POPLAR ST"
"55","0.09",NA,"2","113 POPLAR ST"
"68","0.06",NA,"2","117 POPLAR ST"
"68","0.02",NA,"2","38 SALTONSTALL AV"
"78","0.1",NA,"2","34 SALTONSTALL AV"
"55","0.11",NA,"2","30 SALTONSTALL AV"
"68","0.1",NA,"2","26 SALTONSTALL AV"
"68","0.09",NA,"1","22 SALTONSTALL AV"
"68","0.13","1000","1","16 SALTONSTALL AV"
"68","0.19","3200","2","14 SALTONSTALL AV"
"68","0.06",NA,"2","78 WOLCOTT ST"
"93","0.06",NA,"3","34 RICHARD ST"
"90","0.1",NA,"3","30 RICHARD ST"
NA,"0.09",NA,NA,"26 RICHARD ST"
"60","0.4",NA,"1","22 RICHARD ST"
"50","0.17",NA,"2","81 SALTONSTALL AV"
"78","0.08",NA,"3","85 SALTONSTALL AV"
"68","0.09",NA,"3","89 SALTONSTALL AV"
"68","0.11",NA,"3","93 SALTONSTALL AV"
NA,NA,NA,NA,NA
"78","0.09",NA,"2","127 BLATCHLEY AV"
"68","0.09",NA,"2","131 BLATCHLEY AV"
"95","0.11",NA,"1","135 BLATCHLEY AV"
"68","0.12",NA,"2","137 BLATCHLEY AV"
"68","0.12",NA,"2","141 BLATCHLEY AV"
"68","0.13",NA,"3","145 BLATCHLEY AV"
"68","0.12",NA,"1","149 BLATCHLEY AV"
"53","0.12",NA,"2","153 BLATCHLEY AV"
"68","0.14",NA,"2","157 BLATCHLEY AV"
"68","0.14",NA,"2","159 BLATCHLEY AV"
NA,NA,NA,NA,NA
"55","0.15",NA,"2","86 WOLCOTT ST"
"78","0.06",NA,"2","82 WOLCOTT ST"
"45","0.13",NA,"4","48 WOLCOTT ST"
"63","0.12",NA,"6","156 POPLAR ST"
"78","0.1",NA,"2","152 POPLAR ST"
"68","0.1",NA,"2","148 POPLAR ST"
"78","0.1",NA,"2","144 POPLAR ST"
"55","0.1",NA,"2","142 POPLAR ST"
"55","0.12",NA,"3","138 POPLAR ST"
"68","0.21",NA,"2","134 POPLAR ST"
"68","0.21",NA,"1","128 POPLAR ST"
"68","0.08",NA,"2","65 SALTONSTALL AV"
"78","0.08",NA,"3","67 SALTONSTALL AV"
NA,"0.07",NA,NA,"71 SALTONSTALL AV"
"90","0.08",NA,"3","7 RICHARD ST"
"90","0.09",NA,"3","11 RICHARD ST"
"78","0.09",NA,"3","15 RICHARD ST"
"68","0.09",NA,"3","19 RICHARD ST"
"90","0.09",NA,"2","29 RICHARD ST"
NA,"0.06",NA,NA,"31 RICHARD ST"
"68","0.1",NA,"3","70 WOLCOTT ST"
"68","0.08",NA,"2","66 WOLCOTT ST"
"68","0.1",NA,"1","62 WOLCOTT ST"
NA,"0.1",NA,NA,"58 WOLCOTT ST"
"60","0.18",NA,"1","230 FERRY ST"
NA,"0.11",NA,NA,"224 FERRY ST"
"68","0.2",NA,"4","220 FERRY ST"
"68","0.13",NA,"2","212 FERRY ST"
"55","0.1",NA,"3","208 FERRY ST"
"55","0.09",NA,"3","204 FERRY ST"
"68","0.08",NA,"3","200 FERRY ST"
NA,"0.07",NA,NA,"9 SALTONSTALL AV"
"90","0.07",NA,"3","13 SALTONSTALL AV"
"50","0.93","167800","61","25 SALTONSTALL AV"
"55","0.08",NA,"2","31 SALTONSTALL AV"
"55","0.06",NA,"2","35 SALTONSTALL AV"
"68","0.1",NA,"2","125 POPLAR ST"
"68","0.05",NA,"2","129 POPLAR ST"
"68","0.09",NA,"2","133 POPLAR ST"
